category,corresponding_goal,step,retrieved_goal,retrieved_goal_similarity,answer
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold Sheets,0.4961447,4
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fill a Punching Bag,0.49691769999999996,4
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold and Insert a Letter Into an Envelope,0.50167084,4
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold a Blanket,0.5070692,1
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold a Paper Box,0.51683843,0
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold a Pack and Play,0.59675634,0
Food and Entertaining,Boil Dumplings,Fill and fold the wrappers.,Fold a Wrap,0.63223994,0
Food and Entertaining,Use Saffron,Get what you pay for.,Avoid Paying for Things You Can Get for Free,0.46775883,3
Food and Entertaining,Use Saffron,Get what you pay for.,Find What You Love to Do and Get Paid for Doing It,0.47171494,4
Food and Entertaining,Use Saffron,Get what you pay for.,Buy a Pay As You Go Phone Service for Cheap,0.48405328,3
Food and Entertaining,Use Saffron,Get what you pay for.,Get Unpaid Wages,0.49461335,3
Food and Entertaining,Use Saffron,Get what you pay for.,Determine What Salary to Ask for,0.49591738,4
Food and Entertaining,Use Saffron,Get what you pay for.,Pay Alipay,0.49724090000000004,3
Food and Entertaining,Use Saffron,Get what you pay for.,Pay with PayPal,0.5041313000000001,3
Food and Entertaining,Use Saffron,Get what you pay for.,Get Paid for Your Opinion,0.50637364,3
Food and Entertaining,Use Saffron,Get what you pay for.,Get What You Want,0.51627254,4
Food and Entertaining,Use Saffron,Get what you pay for.,Get Paid Through PayPal,0.5374569,2
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Roast Vegetables,0.47813806,3
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Smoke or Barbecue Meat Using a Weber Grill,0.48596769999999995,3
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Grill Pork Tenderloin,0.48772135,2
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Make a Meat and Vegetable Fried Rice,0.4887439,3
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Smoke Meat,0.49354953,3
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Grill Thick Steak,0.5004202999999999,2
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Have a Vegetarian Barbecue,0.50735503,2
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Make Veggies Taste Good,0.53429174,3
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Grill Vegetables,0.5428153,2
Food and Entertaining,Use Healthy Cooking Methods,Grill your meats and veggies for a nice smoky flavor and less fat.,Grill Meat,0.58193296,2
Food and Entertaining,Garnish Food,Make an apple swan.,Make Apple Crumble,0.54615694,4
Food and Entertaining,Garnish Food,Make an apple swan.,Do Black Swan Makeup,0.5510234,3
Food and Entertaining,Garnish Food,Make an apple swan.,Make an Apple Pipe,0.55405974,3
Food and Entertaining,Garnish Food,Make an apple swan.,Make Applesauce,0.55800354,3
Food and Entertaining,Garnish Food,Make an apple swan.,Create an Apple Doll,0.56792426,0
Food and Entertaining,Garnish Food,Make an apple swan.,Make Apple Pulp,0.5732523,3
Food and Entertaining,Garnish Food,Make an apple swan.,Make a Baked Apple,0.57558143,3
Food and Entertaining,Garnish Food,Make an apple swan.,Make Apple Pie in an Apple,0.59671974,0
Food and Entertaining,Garnish Food,Make an apple swan.,Make a Paper Swan,0.62090945,1
Food and Entertaining,Garnish Food,Make an apple swan.,Make an Apple Swan,0.97111046,3
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Design and Print Surprise Party Invitations,0.48919743,3
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Baby Shower Invitations,0.50134146,4
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Cute Tea Party Invitations,0.5031179,3
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Send Wedding Invitations,0.50380313,3
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Spa Party Invitations,0.51243323,2
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Wedding Invitations,0.5332196,2
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Invitations for a Sleepover,0.53953063,4
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Cute Invitations,0.56111634,4
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Make Invitations,0.6293744000000001,2
Food and Entertaining,Plan a Picnic,Make and distribute formal invitations for a bit of fun.,Write a Formal Invitation,0.65140426,3
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Cook a Roast in the Oven,0.30970679999999995,3
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Light a Furnace,0.31062794,2
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Cook in a Microwave Oven,0.31072924,2
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Oven Cook Sausages,0.31075266,1
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Grill in Your Oven,0.314416,3
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Cook Beef in the Oven,0.32124162,1
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Reset a Furnace,0.32319492,1
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Heat Silly Putty,0.3247131,1
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Fix Your Oven,0.35229015,1
Food and Entertaining,Make Green Chocolate Chip Cookies,Preheat your oven to 375ºF (190ºC).,Preheat an Oven,0.54166824,1
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Wrap Flowers,0.5142302,3
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Plant Flowers,0.5215456,3
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Find Wild Edible Plants,0.5502884,2
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Plant Sugar Cane,0.5573596,2
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Decorate Baked Goods with Edible Flowers,0.5730046999999999,3
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Dress Up a Salad with Edible Flowers,0.5824635,4
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Make an Edible Bouquet,0.62705016,2
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Dry Edible Flowers,0.6598391,3
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Choose Edible Flowers,0.6654408,3
Food and Entertaining,Garnish Food,Sugar coat edible flowers.,Sugar Flowers,0.6910917,3
Health,Get Through Life,Ask for help when you need it.,Help Dogs in Need,0.43600976,0
Health,Get Through Life,Ask for help when you need it.,Request Help to Get Home Late at Night when You're Scared,0.44086844,0
Health,Get Through Life,Ask for help when you need it.,Ask for a Favor,0.45910270000000003,1
Health,Get Through Life,Ask for help when you need it.,Ask for Help from Strangers,0.47831285,3
Health,Get Through Life,Ask for help when you need it.,Ask Loved Ones for Help when You Live Alone,0.5020265,3
Health,Get Through Life,Ask for help when you need it.,Help the People in Need,0.50788075,0
Health,Get Through Life,Ask for help when you need it.,Ask for What You Want,0.51086843,4
Health,Get Through Life,Ask for help when you need it.,Ask Your Ex for Help,0.52448314,4
Health,Get Through Life,Ask for help when you need it.,Ask a Teacher for Help,0.5330688,3
Health,Get Through Life,Ask for help when you need it.,Ask for Help,0.7162519,1
Health,Overcome Depression,Be more generous.,Be More Perceptive,0.40701437,4
Health,Overcome Depression,Be more generous.,Be More Enthusiastic,0.41467650000000006,4
Health,Overcome Depression,Be more generous.,Be More Loving,0.42563757,3
Health,Overcome Depression,Be more generous.,Be Generous on a Limited Budget,0.43523335,3
Health,Overcome Depression,Be more generous.,Be More Appreciative,0.44468576,4
Health,Overcome Depression,Be more generous.,Be More Likeable,0.4924914000000001,4
Health,Overcome Depression,Be more generous.,Be More Thoughtful,0.5099271,4
Health,Overcome Depression,Be more generous.,Be More Affectionate,0.5250265000000001,4
Health,Overcome Depression,Be more generous.,Be Gracious,0.56054354,4
Health,Overcome Depression,Be more generous.,Be Generous,0.80743045,1
Health,Be Healthy,Be productive.,Be More Productive at the Gym,0.61229765,2
Health,Be Healthy,Be productive.,Make Meetings More Productive,0.6139071,3
Health,Be Healthy,Be productive.,Have a Productive Workweek,0.6159209,3
Health,Be Healthy,Be productive.,Use Anger Productively,0.6420722,2
Health,Be Healthy,Be productive.,Use Your Time Productively,0.67619157,3
Health,Be Healthy,Be productive.,Be Productive After School,0.68422824,1
Health,Be Healthy,Be productive.,Have a Productive Day,0.70961463,2
Health,Be Healthy,Be productive.,Be Productive at Work,0.8015013000000001,3
Health,Be Healthy,Be productive.,Be More Productive,0.82381725,3
Health,Be Healthy,Be productive.,Be Productive,0.94315624,2
Health,Have Courage,Build confidence.,Build Confidence by Facing Your Fears,0.65269053,3
Health,Have Courage,Build confidence.,Develop Self‐Esteem,0.6552100000000001,2
Health,Have Courage,Build confidence.,Regain Confidence,0.66293037,3
Health,Have Courage,Build confidence.,Create Absolute Confidence,0.6792073000000001,1
Health,Have Courage,Build confidence.,Exude Confidence,0.6822776999999999,3
Health,Have Courage,Build confidence.,Build Self Confidence in the Elderly,0.6945791,3
Health,Have Courage,Build confidence.,Gain Confidence,0.7079395,1
Health,Have Courage,Build confidence.,Build Children's Confidence,0.7486471,3
Health,Have Courage,Build confidence.,Build Trust,0.8389861999999999,0
Health,Have Courage,Build confidence.,Build Self Confidence,0.88404816,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Add Healthy Fat to Your Diet,0.6347640999999999,3
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Nourish Your Skin Through Diet,0.6349902,3
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Help Your Body Absorb Nutrients,0.63936913,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Plan a Healthy Diet,0.6431769,2
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Eat Healthy,0.65112674,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Ease Into a Healthy Diet,0.6601854,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Stay Healthy on a Raw Food Diet,0.67127895,3
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Start a Healthy Diet,0.6750883000000001,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Eat Healthy Without Dieting,0.6980043,1
Health,Grow Taller,"Eat a healthy, nutritious diet to help your body grow.",Eat a Healthy Heart Diet,0.7316463000000001,3
Health,Stay Grounded,Eat mindfully.,Eat Granola,0.47748107,4
Health,Stay Grounded,Eat mindfully.,Eat Heartsease,0.48010653,4
Health,Stay Grounded,Eat mindfully.,Eat Slowly,0.48445177,1
Health,Stay Grounded,Eat mindfully.,Eat Free,0.4910637,4
Health,Stay Grounded,Eat mindfully.,Eat Grits,0.49431205,4
Health,Stay Grounded,Eat mindfully.,Eat More Food,0.5263335,4
Health,Stay Grounded,Eat mindfully.,Eat Spicy Food,0.5395531,4
Health,Stay Grounded,Eat mindfully.,Eat Properly,0.5480899,1
Health,Stay Grounded,Eat mindfully.,Eat Meditatively,0.56254816,1
Health,Stay Grounded,Eat mindfully.,Eat Mannerly,0.60249346,4
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Relieve Stress,0.5440114,1
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Financial Stress,0.56046975,3
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce the Stress of Your Commute,0.57582897,3
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Stress in Cats,0.5797496,4
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Stress in Children,0.5948545999999999,3
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Stress in the Workplace,0.6076307,3
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce and Cope With Stress,0.60836446,1
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Office Stress,0.6263314999999999,3
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Stress Through Exercise,0.63570595,1
Health,Diagnose Mitochondrial Disease,Engage in stress reduction activities.,Reduce Stress,0.7293566,1
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive for Your Own Mental Health,0.53916955,2
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive a Cheater,0.5580795000000001,4
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive Without Forgetting,0.5597365,2
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive Yourself After Hurting Someone,0.5751885,3
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive and Move On,0.59424776,2
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive Someone Who Hasn't Forgiven You,0.61101973,4
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive Someone,0.64073104,4
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive and Forget,0.6573926,2
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive,0.8010221,2
Health,Stop Feeling Guilty for No Reason,Forgive yourself.,Forgive Yourself,0.9374385000000001,1
Health,Overcome Mental Blocks,Get feedback.,Ask Customers for Feedback,0.5636616,3
Health,Overcome Mental Blocks,Get feedback.,Give Your Employees Feedback,0.56634235,4
Health,Overcome Mental Blocks,Get feedback.,Give Feedback to Your Manager,0.57586384,4
Health,Overcome Mental Blocks,Get feedback.,Give a Feedback Sandwich,0.6013939,4
Health,Overcome Mental Blocks,Get feedback.,Give Negative Feedback,0.6280231,4
Health,Overcome Mental Blocks,Get feedback.,Give Design Feedback,0.6840786,4
Health,Overcome Mental Blocks,Get feedback.,Be Receptive to Feedback,0.6855379,3
Health,Overcome Mental Blocks,Get feedback.,Ask for Feedback,0.7068393,1
Health,Overcome Mental Blocks,Get feedback.,Write Feedback,0.71864915,4
Health,Overcome Mental Blocks,Get feedback.,Give Feedback,0.8108052,4
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Notebook,0.63400835,2
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Dream Journal,0.6403358,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Secret Diary,0.64987,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Maintain a Diet Journal for Life,0.65895534,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep an Idea Journal,0.66351616,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Diary and Stick to It,0.6707878,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Book Journal,0.70090777,2
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep an Allergy Food Diary,0.7160837,3
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Journal,0.7670759,1
Health,Follow a 1500 Calorie Diet,Keep a food diary.,Keep a Food Diary,0.9664279,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Flirt With Body Language,0.44982344,0
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Appear Powerful with Body Language,0.4510615,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Understand Wolf Body Language,0.4523034000000001,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Keep Your Body Fit and Strong,0.46192044,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Keep Your Skin Soft and Smooth With Honey,0.46438068,0
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Make a Good Impression Through Body Language,0.47386304,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Understand Your Dog's Body Language,0.48513,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Understand Your Bird's Body Language,0.48711443,1
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Communicate With Body Language,0.509893,3
Health,Become a Quiet Person,Keep your body language approachable and gentle.,Read Body Language,0.5137392,3
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Take Care of Your Eyes,0.41320783,3
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.","Prevent Hand, Foot, and Mouth Disease",0.4154871,0
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Hang a Spoon from Your Nose,0.4215816,3
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Get Rid of a Long‐Term Nose or Mouth Twitch,0.42158818,0
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Get Fish Smell off Your Hands,0.42563522,1
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Take Care of Your Hands,0.42803746,2
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Get Rid of Spectacle Marks on Your Nose,0.42968947,1
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Wiggle Your Nose,0.47456795,2
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Blow Your Nose,0.48276317,2
Health,Prevent Coronavirus | wikiHow’s tips for staying healthy and avoiding getting sick,"Keep your hands away from your eyes, nose, and mouth.",Wipe Your Nose on Your Hands,0.58195335,2
Health,Avoid Developing an Inferiority Complex,Love yourself.,Receive Love,0.568571,4
Health,Avoid Developing an Inferiority Complex,Love yourself.,Have More Self Confidence and Love Yourself,0.5696739000000001,1
Health,Avoid Developing an Inferiority Complex,Love yourself.,Fall in Love and Stay in Love,0.5721925,0
Health,Avoid Developing an Inferiority Complex,Love yourself.,Love and Accept Yourself,0.6489335999999999,1
Health,Avoid Developing an Inferiority Complex,Love yourself.,Make Yourself Love Someone,0.64934516,0
Health,Avoid Developing an Inferiority Complex,Love yourself.,Learn to Love Yourself,0.6545354999999999,1
Health,Avoid Developing an Inferiority Complex,Love yourself.,Like Yourself,0.68575025,1
Health,Avoid Developing an Inferiority Complex,Love yourself.,Love Yourself Being Single,0.728018,3
Health,Avoid Developing an Inferiority Complex,Love yourself.,Love,0.73490393,4
Health,Avoid Developing an Inferiority Complex,Love yourself.,Love Yourself,0.91862917,1
Health,Be Determined,Make healthy choices.,Make Healthier Choices at the Grocery Store,0.6036878000000001,3
Health,Be Determined,Make healthy choices.,Choose a Healthy Kitten,0.61633384,0
Health,Be Determined,Make healthy choices.,Choose a Healthy Bird,0.6208316999999999,0
Health,Be Determined,Make healthy choices.,Be Healthy,0.62990856,1
Health,Be Determined,Make healthy choices.,Choose a Healthy Puppy,0.63122064,0
Health,Be Determined,Make healthy choices.,Choose Healthy No‐Cook Breakfast Options,0.63925093,3
Health,Be Determined,Make healthy choices.,Make a Good Decision in Health Care,0.65542585,4
Health,Be Determined,Make healthy choices.,Choose Healthy Juices,0.6662331,3
Health,Be Determined,Make healthy choices.,Choose Healthy Snacks,0.68244874,3
Health,Be Determined,Make healthy choices.,Choose Healthy Kid's Meal Options,0.7049809,4
Health,Cheer Someone Up,Make them laugh.,Fake Laugh,0.57407916,4
Health,Cheer Someone Up,Make them laugh.,Make Your Crush Laugh,0.58868784,3
Health,Cheer Someone Up,Make them laugh.,Make Your Friends Laugh,0.60179406,1
Health,Cheer Someone Up,Make them laugh.,Make a Friend Laugh,0.6180701,1
Health,Cheer Someone Up,Make them laugh.,Make a Girl Laugh,0.6343059,3
Health,Cheer Someone Up,Make them laugh.,Make a Baby Laugh,0.6466451,3
Health,Cheer Someone Up,Make them laugh.,Make Someone Laugh,0.66199803,1
Health,Cheer Someone Up,Make them laugh.,Make a Guy Laugh,0.66928977,3
Health,Cheer Someone Up,Make them laugh.,Make Yourself Laugh,0.72541785,4
Health,Cheer Someone Up,Make them laugh.,Laugh,0.7551164,4
Health,Choose a Right Place for Meditation,Start meditating.,Do Mindful Meditation,0.6497929,2
Health,Choose a Right Place for Meditation,Start meditating.,Meditate and Calm Down,0.6499893,2
Health,Choose a Right Place for Meditation,Start meditating.,Meditate on Consciousness,0.6514151999999999,4
Health,Choose a Right Place for Meditation,Start meditating.,Meditate on Breath,0.65660596,0
Health,Choose a Right Place for Meditation,Start meditating.,Meditate for Beginners,0.65934706,1
Health,Choose a Right Place for Meditation,Start meditating.,Meditate on Love,0.6936302,4
Health,Choose a Right Place for Meditation,Start meditating.,Meditate Deeply,0.7109121,2
Health,Choose a Right Place for Meditation,Start meditating.,Meditate at Work,0.71186763,4
Health,Choose a Right Place for Meditation,Start meditating.,Meditate,0.8162842,1
Health,Choose a Right Place for Meditation,Start meditating.,Start Meditating,0.9644210999999999,1
Health,Wait for a Heart Transplant,Stay relaxed.,Stay Calm Around That Boy,0.49609208,3
Health,Wait for a Heart Transplant,Stay relaxed.,Stand at Ease,0.49621993,0
Health,Wait for a Heart Transplant,Stay relaxed.,Stay Calm in an Argument,0.49668019999999996,3
Health,Wait for a Heart Transplant,Stay relaxed.,Keep Composure,0.5447549,1
Health,Wait for a Heart Transplant,Stay relaxed.,Loosen Up,0.57840866,3
Health,Wait for a Heart Transplant,Stay relaxed.,Stay Relaxed in Times of Stress,0.5906483,1
Health,Wait for a Heart Transplant,Stay relaxed.,Feel Calm and Relaxed,0.5942321999999999,1
Health,Wait for a Heart Transplant,Stay relaxed.,Relax,0.61172444,1
Health,Wait for a Heart Transplant,Stay relaxed.,Feel Relaxed,0.62425876,1
Health,Wait for a Heart Transplant,Stay relaxed.,Stay Relaxed,0.94029754,1
Health,Feel Happy During a Cold Winter,Stay warm.,Keep Your Feet Warm,0.60235476,3
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Warm at Home Without a Heater,0.6203383000000001,3
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Warm in Cold Water,0.63573647,3
Health,Feel Happy During a Cold Winter,Stay warm.,Keep Warm in Bed,0.638567,3
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Warm in Cold Weather,0.6450295,1
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Warm Using Your Mind,0.6520299,2
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Cool in Warm Weather,0.6615267,0
Health,Feel Happy During a Cold Winter,Stay warm.,Warm Up,0.68386,2
Health,Feel Happy During a Cold Winter,Stay warm.,Stay Warm at Work,0.76006776,3
Health,Feel Happy During a Cold Winter,Stay warm.,Keep Warm,0.7904946999999999,2
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Have Great Teeth,0.5803100999999999,1
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Care for Your Dentures,0.6066619000000001,4
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Draw Teeth,0.6087165,0
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Bleach Your Teeth,0.6096858,4
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Care for Sensitive Teeth,0.6327375,3
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Make Your Teeth Straight,0.66719866,3
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Clean Your Teeth After Wisdom Teeth Removal,0.67050314,3
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Care for Your Baby's Teeth,0.6948566999999999,3
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Take Care of Your Loose Teeth,0.8411374,3
Health,Develop Habits to Ward Off Strokes,Take care of your teeth.,Care for Your Teeth,0.84460306,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Prove an Emotional Distress Claim,0.42114028,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Help Your Toddler Express Their Feelings,0.43516767,3
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express Your Feelings to the One You Love,0.44538847,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express Sympathy,0.45101145,3
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Validate Someone's Feelings,0.45120950000000004,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Quarantine Yourself,0.46230468,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express Your Feelings in Writing,0.47655144,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express Hurt Feelings in Words,0.4898549,3
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express True Feelings when Shy,0.5150509,1
Health,Help an Autistic Family Member Cope with Home Quarantine,Validate their feelings when they express unhappiness about quarantine.,Express Your Feelings,0.5312816,1
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Remove Self Tanning Lotion Stains from Clothes,0.44115385,0
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Make Organic Sunscreen,0.44797159999999997,3
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Choose Sunscreen for Children,0.45388874,0
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Eliminate Sunscreen and Not Burn,0.4678424,2
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Choose a Natural Sunscreen,0.47255772,2
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Know if Sunscreen Has Expired,0.49754748,0
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Use Sunscreen With Makeup,0.5014935,0
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Remove Sunscreen Stains,0.5294666,0
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Make Sunscreen,0.5797747,3
Health,Examine a Mole,Wear sunscreen whenever you go outside.,Apply Sunscreen,0.6051605,1
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Install Hygienic Wall Cladding,0.5914319,0
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Have Good Sleep Hygiene,0.5979446999999999,2
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Be Hygienic Using Public Swimming Pools,0.60429317,0
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Maintain Feminine Hygiene,0.60479075,3
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Have Good Hygiene (Girls),0.6152069,3
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Have Good Hygiene (Boys),0.62826186,3
Hobbies and Crafts,Become a More Focused Gamer,Be hygienic.,Maintain Good Hygiene,0.6325729999999999,1
